STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,WT01,WT05,WT04,WT03
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140702,0,0,0,267,111,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140703,3,0,0,278,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140704,5,0,0,289,128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140705,18,0,0,311,128,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140706,0,0,0,294,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140707,0,0,0,300,128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140708,0,0,0,272,139,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140709,0,0,0,294,128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140710,0,0,0,294,139,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140711,0,0,0,294,128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140712,53,0,0,283,128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140713,0,0,0,311,128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140714,0,0,0,317,161,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140715,0,0,0,239,139,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140716,30,0,0,256,117,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140717,0,0,0,300,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140718,0,0,0,289,128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140719,0,0,0,294,100,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140720,0,0,0,311,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140721,10,0,0,317,156,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140722,0,0,0,294,128,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140723,0,0,0,300,139,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140724,0,0,0,289,133,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140725,0,0,0,256,50,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140726,0,0,0,261,61,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140727,0,0,0,311,133,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140728,0,0,0,311,167,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140729,36,0,0,311,133,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140730,0,0,0,317,133,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140731,0,0,0,306,111,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140801,0,0,0,322,117,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140802,0,0,0,294,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140803,8,0,0,294,111,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140804,0,0,0,278,144,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140805,25,0,0,261,133,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140806,0,0,0,294,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140807,0,0,0,294,100,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140808,0,0,0,283,117,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140809,0,0,0,278,89,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140810,0,0,0,294,133,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140811,0,0,0,322,111,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140812,0,0,0,339,150,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140813,0,0,0,306,128,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140814,20,0,0,289,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140815,8,0,0,278,106,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140816,0,0,0,250,100,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140817,0,0,0,267,106,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140818,0,0,0,283,100,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140819,0,0,0,283,111,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140820,15,0,0,256,94,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140821,41,0,0,200,117,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140822,91,0,0,183,89,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140823,274,0,0,133,72,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140824,147,0,0,117,44,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140825,0,0,0,194,33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140826,0,0,0,239,61,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140827,0,0,0,261,78,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140828,0,0,0,283,89,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140829,0,0,0,272,89,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140830,66,0,0,256,111,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140831,25,0,0,194,78,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140901,30,0,0,194,83,-9999,1,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140902,0,0,0,256,50,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140903,0,0,0,244,78,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140904,0,0,0,167,22,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140905,0,0,0,206,28,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140906,0,0,0,233,22,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140907,0,0,0,267,39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140908,0,0,0,283,61,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140909,0,0,0,272,39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140910,0,0,0,150,44,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140911,74,0,0,100,-6,-9999,-9999,1,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140912,0,0,0,178,-39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140913,0,0,0,161,-17,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140914,0,0,0,211,17,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140915,0,0,0,239,39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140916,0,0,0,256,56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140917,0,0,0,278,78,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140918,41,0,0,256,72,-9999,-9999,-9999,1
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140919,0,0,0,228,72,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140920,0,0,0,233,56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140921,0,0,0,244,94,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140922,5,0,0,233,117,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140923,0,0,0,261,67,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140924,0,0,0,317,122,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140925,0,0,0,328,111,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140926,0,0,0,317,139,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140927,155,0,0,233,89,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140928,15,0,0,106,56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140929,0,0,0,156,56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20140930,89,0,0,139,67,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141001,36,0,0,128,28,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141002,0,0,0,133,0,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141003,0,0,0,150,-56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141004,0,0,0,200,17,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141005,0,0,0,206,72,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141006,0,0,0,228,50,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141007,0,0,0,233,67,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141008,0,0,0,228,50,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141009,0,0,0,200,100,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141010,3,0,0,189,44,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141011,0,0,0,189,33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141012,117,0,0,178,33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141013,0,0,0,161,-17,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141014,0,0,0,233,39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141015,0,0,0,228,72,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141016,5,0,0,211,0,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141017,0,0,0,167,-17,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141018,0,0,0,200,33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141019,0,0,0,222,6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141020,0,0,0,250,22,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141021,0,0,0,228,94,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141022,38,0,0,194,-17,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141023,0,0,0,189,33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141024,3,0,0,156,78,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141025,0,0,0,228,-17,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141026,8,0,0,239,33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141027,0,0,0,89,6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141028,0,0,0,128,-56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141029,10,0,0,139,11,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141030,0,0,0,156,0,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141031,0,0,0,211,44,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141101,0,0,0,200,78,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141102,18,0,0,178,39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141103,0,0,0,83,-61,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141104,0,0,0,111,-39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141105,0,0,0,128,61,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141106,0,0,0,156,6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141107,0,0,0,150,67,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141108,0,0,0,128,-33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141109,3,0,0,172,0,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141110,51,51,51,122,-128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141111,0,51,0,-100,-194,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141112,0,51,0,-128,-244,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141113,0,51,0,-111,-228,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141114,20,102,61,-111,-217,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141115,28,127,84,-111,-200,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141116,0,127,0,-50,-217,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141117,0,102,0,-28,-189,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141118,0,102,0,-6,-161,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141119,0,76,0,39,-117,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141120,0,51,0,94,-111,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141121,0,51,0,83,-67,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141122,10,51,10,72,0,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141123,5,25,5,33,-39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141124,0,25,0,22,-22,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141125,41,76,41,28,-6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141126,178,229,152,28,-33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141127,3,102,0,117,-6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141128,0,25,0,106,39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141129,28,51,56,106,-167,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141130,30,102,61,-100,-256,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141201,0,102,0,-39,-233,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141202,3,102,3,17,-150,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141203,0,76,0,22,-117,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141204,0,51,0,67,-11,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141205,3,25,0,128,6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141206,0,25,0,83,-22,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141207,8,25,0,89,-44,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141208,0,0,0,72,-39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141209,0,0,0,111,-33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141210,0,0,0,111,-6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141211,0,0,0,156,6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141212,0,0,0,167,44,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141213,10,0,0,156,-6,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141214,36,152,152,0,-50,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141215,46,152,66,-17,-94,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141216,0,152,0,-28,-128,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141217,15,152,30,44,-61,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141218,0,127,0,39,-106,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141219,0,127,0,61,-56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141220,0,102,0,44,-50,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141221,18,76,18,61,-33,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141222,5,76,0,33,-22,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141223,8,76,0,22,-28,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141224,0,76,0,44,-39,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141225,84,178,84,39,-56,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141226,3,178,0,-56,-133,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141227,0,178,0,-33,-172,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141228,13,203,25,-22,-83,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141229,18,229,53,-83,-161,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141230,0,203,0,-161,-278,-9999,-9999,-9999,-9999
GHCND:USC00241044,BOZEMAN MONTANA SU MT US,1497.5,45.6622,-111.0452,20141231,0,203,0,-94,-267,-9999,-9999,-9999,-9999

